,author,title,description,url,urlToImage,publishedAt,content,source.id,source.name
10,Allie Kelly,How the cost of childcare is expected to change under Trump or Harris,BI looked at Harris and Trump's past track records and proposed policies to see how the election could affect childcare affordability.,https://www.businessinsider.com/childcare-costs-presidential-election-scenarios-parents-paid-leave-harris-trump-2024-10,https://i.insider.com/671bb3ac9b3250dbbcea1bc0?width=1200&format=jpeg,2024-11-01T09:00:04Z,"Getty Images; Jenny Chang-Rodriguez/BI
<ul><li>The cost of childcare is weighing on American families.</li><li>Below are some of the policies Harris and Trump have proposed to address these worries.… [+5238 chars]",business-insider,Business Insider
11,"Emily Chang, Brittany Shepherd",Harris maintains polling lead among young voters as both candidates ramp up appeals,Former President Donald Trump and Vice President Kamala Harris have ramped up their courtship of young voters to push their candidacies over the finish line.,https://abcnews.go.com/Politics/harris-maintains-lead-young-voters-candidates-ramp-appeals/story?id=115273335,https://i.abcnewsfe.com/a/34f58ea7-34a9-4732-9fbd-3016e03e65a8/harris-supporter-2-rt-gmh-241031_1730400662132_hpMain_16x9.jpg?w=1600,2024-11-03T17:14:20Z,"As the race for the White House remains a toss up, former President Donald Trump and Vice President Kamala Harris have ramped up their courtship of a crucial voting bloc: young voters
A recent ABC N… [+6795 chars]",abc-news,ABC News
12,"Douglas MacKinnon, opinion contributor",Opinion - The 2 decisions that crushed Harris’s momentum,There is not a single Democrat I speak with who believes Vice President Kamala Harris will win.,https://thehill.com/opinion/campaign/4965971-the-two-decisions-that-crushed-harriss-momentum/,https://media.zenfs.com/en/the_hill_articles_341/a602f0f272e0052151f12df8a93ff02c,2024-11-02T16:00:00Z,"Not a single Democrat I speak with believes that Vice President Kamala Harris will win on Tuesday.
All hoped for an open convention in August to identify and select the best candidate possible, but … [+5527 chars]",the-hill,The Hill
13,Malcolm Ferguson,JD Vance Roasted After Unbelievable Claim About “Normal Gay Guy Vote”,"JD Vance claimed that he and Donald Trump could likely win the votes of “normal” gay men because they “just want to be left the hell alone.” 
Vance appeared on The Joe Rogan Experience Wednesday for a three-hour interview, discussing everything from Emily in…",https://newrepublic.com/post/187777/jd-vance-normal-gay-guy-vote-joe-rogan,https://images.newrepublic.com/046dda626061ce26b8306a4f720319df71de3ea0.jpeg?w=1200&h=630&crop=faces&fit=crop&fm=jpg,2024-10-31T20:15:15Z,"Musk was initially required to appear in court in Pennsylvania on Thursday but didnt show up. Fogliettas ruling not only overrules that requirement, but it allows the tech moguls America PAC to conti… [+939 chars]",,The New Republic
14,MaryAlice Parks,Trump wants a mass deportation program. How much could it cost?,"One report estimates it would cost tens, or hundreds, of billions a year.",https://abcnews.go.com/Politics/trump-mass-deportation-program-cost/story?id=115318034,https://i.abcnewsfe.com/a/4c335a2d-37ed-48cd-a41d-f9fa75217029/ice-arrest-02-ap-jt-241030_1730318792765_hpMain_16x9.jpg?w=1600,2024-11-01T09:07:28Z,"Former President Donald Trump has vowed, if he's elected, to conduct a large-scale deportation operation that some immigration and military experts agree is theoretically possible but also problemati… [+8482 chars]",abc-news,ABC News
15,"Stephen Pastis, Forbes Staff, 
 Stephen Pastis, Forbes Staff
 https://www.forbes.com/sites/stephenpastis/",JD Vance Tells Rogan He Went Into ‘Fight Or Flight’ Mode After Thinking Trump Was Killed In Assassination Attempt,"Vance made the comments on the “Joe Rogan Experience” podcast, days after Trump appeared for an interview.",https://www.forbes.com/sites/stephenpastis/2024/10/31/jd-vance-tells-rogan-he-went-into-fight-or-flight-mode-after-thinking-trump-was-killed-in-assassination-attempt/,"https://imageio.forbes.com/specials-images/imageserve/6723e5d6a34958d6725b56fd/0x0.jpg?format=jpg&crop=1503,845,x0,y76,safe&height=900&width=1600&fit=bounds",2024-10-31T20:57:52Z,"Sen. JD Vance, R-Ohio, recounted during a winding, often partisan conversation on Joe Rogans podcast how he grabbed his children and loaded his guns after watching an assassination attempt he initial… [+3840 chars]",,Forbes
16,New York Times,Why the Right Thinks He's Running Away With the Race...,"Why the Right Thinks He's Running Away With the Race...

 
 
 
 (First column, 8th story, link)

 

 

 
 Related stories:NYT: Once Top Advisers to The Don, They Now Call Him 'Liar,' 'Fascist' and 'Unfit'...
Inside 'the weave': His rhetoric has grown dar…",https://dnyuz.com/2024/10/31/why-the-right-thinks-trump-is-running-away-with-the-race/,https://dnyuz.com/wp-content/uploads/2024/10/Why-the-Right-Thinks-Trump-Is-Running-Away-With-the.jpg,2024-10-31T11:28:46Z,"The torrent of polls began arriving just a few weeks ago, one after the other, most showing a victory for Donald J. Trump.
They stood out amid the hundreds of others indicating a dead heat in the pr… [+9694 chars]",,Dnyuz.com
17,Alex Shephard,"Move Over, JD Vance. Trump Has a New, Even Weirder Running Mate.","I would like to apologize to JD Vance. He is not, it turns out, the weirdest member of Trump’s reelection campaign.
In late July, I described the Ohio senator as not only the worst running mate Trump could have picked, but perhaps the worst in history. Vance…",https://newrepublic.com/article/187740/trump-running-mate-elon-musk-weirder-jd-vance,https://images.newrepublic.com/0dc9c0accf885d338a806c5ab4c176b3ce4939d7.jpeg?w=1200&h=630&crop=faces&fit=crop&fm=jpg,2024-10-31T10:00:00Z,"Elon Musk jumps on stage pic.twitter.com/ox6jyTrseH
 Acyn (@Acyn) October 5, 2024
More substantively, Musk has been dogged by a number of stories showing him to be a off-putting creep. An advocate … [+2610 chars]",,The New Republic
18,breakingthenews.net,Vance first thought Trump was killed in July shooting,United States Republican vice presidential nominee JD Vance said on Thursday that he thought former US President Donald Trump was killed when he saw the video of him being shot in Pennsylvania in July...,https://biztoc.com/x/2c1233ecb002f12f,https://biztoc.com/cdn/2c1233ecb002f12f_s.webp,2024-10-31T19:04:02Z,United States Republican vice presidential nominee JD Vance said on Thursday that he thought former US President Donald Trump was killed when he saw the video of him being shot in Pennsylvania in Jul… [+69 chars],,Biztoc.com
19,Caroline Frost,Anthony Scaramucci On Donald Trump’s Running Mate: “JD Vance Is A More Clever Version Of Me – A Brutal Train Crash Unfolding”,"Donald Trump’s former communications director turned antagonist Anthony Scaramucci says his former boss is a meaner version of the 2016 version and “there is no defence” for supporting him now.  In an interview with The Sunday Times newspaper, he references T…",http://deadline.com/2024/11/anthony-scaramucci-donald-trump-jd-vance-a-more-clever-version-of-me-a-brutal-train-crash-1236165640/,https://deadline.com/wp-content/uploads/2024/11/GettyImages-820386468.jpg?w=1024,2024-11-03T11:59:55Z,"Donald Trump’s former communications director turned antagonist Anthony Scaramucci says his former boss is a meaner version of the 2016 version and “there is no defence” for supporting him now. 
In … [+1316 chars]",,Deadline
20,Ellie Quinlan Houghtaling,JD Vance Decides Best Way to Get Out the Vote Is With a Threat,"The leaders of the MAGA movement are apparently on a mission to sow as much election misinformation as possible.
Republican vice presidential pick JD Vance followed in Donald Trump’s footsteps on Thursday, elevating voting conspiracies to his more than two m…",https://newrepublic.com/post/187766/jd-vance-donald-trump-voting-threat-pennsylvania,https://images.newrepublic.com/00e1b3960bcff3c2a3196cd326a94f066cdbf989.jpeg?w=1200&h=630&crop=faces&fit=crop&fm=jpg,2024-10-31T16:46:33Z,"But Kennedysand by extension, Lutnicksflagrant vaccine claims are plainly false. Dozens of vaccines had been invented by 1954, when Kennedy was born, preventing the societal spread of horrific illnes… [+1018 chars]",,The New Republic
21,Matthew Gault,Political Ad Push Is Reminding Voters That the GOP Wants to Ban Pornography,Sixteen states have enacted harsh laws targeting pornography websites. Two Democratic PACs are working to remind voters that the GOP wants to ban porn.,https://gizmodo.com/political-ad-push-is-reminding-voters-that-the-gop-wants-to-ban-pornography-2000519492,https://gizmodo.com/app/uploads/2024/11/PornHub.jpg,2024-11-01T17:20:46Z,"Porn has become an unlikely battleground issue in this presidential election. Republicans, by and large, want to ban it. Democrats dont and theyre running ad campaigns in key states targeting young m… [+4448 chars]",,Gizmodo.com
22,newsweek.com,JD Vance Trolls Kamala Harris With One of Her Favorite Lines,"Ohio Senator JD Vance opened a town hall in North Carolina with a line parodying one of Vice President Kamala Harris' frequent remarks in public speeches.
""I grew up in a working-class family,"" the Republican vice presidential candidate began, pausing with a …",https://biztoc.com/x/3aebdb210384bbe4,https://biztoc.com/cdn/3aebdb210384bbe4_s.webp,2024-10-31T18:52:53Z,"Ohio Senator JD Vance opened a town hall in North Carolina with a line parodying one of Vice President Kamala Harris' frequent remarks in public speeches.""I grew up in a working-class family,"" the Re… [+145 chars]",,Biztoc.com
23,Jack Murray,"NFL Trade Rumors: Raiders, Bills Among Teams Not Expected to Make Deadline Moves",It looks like several NFL teams are content to roll with their current rosters and avoid any further moves at the 2024 NFL Trade Deadline. Dianna Russini of…,https://bleacherreport.com/articles/10141935-nfl-trade-rumors-raiders-bills-among-teams-not-expected-to-make-deadline-moves,"https://media.bleacherreport.com/image/upload/c_fill,g_faces,w_3800,h_2000,q_95/v1730568750/yfuccb6rnf4nhcupsyly.jpg",2024-11-02T17:38:42Z,"Christian Petersen/Getty Images
It looks like several NFL teams are content to roll with their current rosters and avoid any further moves at the 2024 NFL Trade Deadline.
Dianna Russini of The Athl… [+2136 chars]",bleacher-report,Bleacher Report
24,Ana Marie Cox,Tim Walz Has Broken Tucker Carlson’s Brain,"Lately, Tucker Carlson has been dedicating large chunks of his show to calling Tim Walz “gay.” It’s really tough to convey just how weird and insistent Carlson has been about it, so—apologies in advance—let’s just go to the transcript.
Tim Walz is very obvio…",https://newrepublic.com/article/186054/tim-walz-tucker-carlson-homophobia-masculinity,https://images.newrepublic.com/8da2616ea126bc2d8bb51f7bd035acaa318dc12d.jpeg?w=1200&h=630&crop=faces&fit=crop&fm=jpg,2024-11-01T16:33:11Z,"The stunt was mainly an excuse for Walz to hype up young voters and remind them of Project 2025, which Coach Walz has been (successfully, Id say) framing as the MAGA playbook. For Harris-Walz support… [+1931 chars]",,The New Republic
25,Cleo Levin,I Went to the Drag Bar Restaurant Lady Gaga’s Dad Owns. I Had to Get to the Bottom of a Bizarre Mystery.,Maybe he explains a lot about 2024.,https://slate.com/news-and-politics/2024/11/election-2024-vote-trump-harris-fox-gaga-lgbtq-rights-drag.html,https://compote.slate.com/images/7910f107-66ae-4f63-b090-36739508f7db.jpeg?crop=1560%2C1040%2Cx0%2Cy0&width=1560,2024-11-02T09:50:00Z,"One muggy evening over the summer, I headed up to Joanne Trattoria, a cozy Italian restaurant on New York Citys Upper West Side. Its an establishment that would be unexceptional if not for the fact t… [+9775 chars]",,Slate Magazine
26,Blaze News,"Slate goes low, attacks Vance's wife with race-based insult",A writer at Slate implied that the wife of Republican vice presidential candidate JD Vance was a traitor to her race for support her husband's campaign. The bizarre attack was written by Scaachi Koul and was immediately excoriated by many on the right. Koul s…,https://www.theblaze.com/news/slate-attack-usha-vance-race,https://www.theblaze.com/media-library/image.jpg?id=54149915&width=1200&height=600&coordinates=0%2C166%2C0%2C167,2024-11-01T22:30:00Z,"A writer at Slate implied that the wife of Republican vice presidential candidate JD Vance was a traitor to her race for support her husband's campaign. 
The bizarre attack was written by Scaachi Ko… [+2027 chars]",,TheBlaze
27,NBC News,Trump and Harris to rally in the Rust Belt,Latest news and live updates on the 2024 election. Follow the Trump-Vance and Harris-Walz campaigns in Michigan and Wisconsin ahead of the presidential election next week.,https://www.nbcnews.com/politics/2024-election/live-blog/harris-trump-michigan-wisconsin-rally-election-live-updates-rcna177531,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2024-10/241031-donald-trump-kamala-harris-mn-1640-7ce663.jpg",2024-11-01T11:28:58Z,"With nearly 60 million ballots already cast, everyone interested in the presidential election is trying to figure out where the race stands.
Despite so many votes having been cast, it is hard to kno… [+859 chars]",nbc-news,NBC News
28,Henry J. Gomez and Alec Hernández,"Vance, in Joe Rogan interview, predicts Trump will win 'the normal gay guy vote'","In an interview with popular podcaster Joe Rogan, Sen. JD Vance suggested he and Donald Trump can win the ""normal gay guy vote.""",https://www.nbcnews.com/politics/2024-election/vance-joe-rogan-interview-trump-normal-gay-guy-vote-rcna178135,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2024-10/241030-bedford-pa-jd-vance-ac-753p-d44acf.jpg",2024-10-31T20:45:16Z,"In an interview with popular podcaster Joe Rogan, Republican vice presidential nominee JD Vance suggested that he and Donald Trump can win the normal gay guy vote and that families with transgender c… [+6359 chars]",nbc-news,NBC News
29,Dominic Patten,VP Hits ‘SNL’: Kamala Harris To Appear With Maya Rudolph On Last Show Before Election,"Saturday Night Live viewers are going to be seeing double tonight when it comes to the Vice President of the United States. Kamala Harris will be appearing on the NBC late night show on Saturday, Deadline can confirm from campaign sources. Making an unschedul…",http://deadline.com/2024/11/snl-kamala-harris-cameo-1236165500/,https://deadline.com/wp-content/uploads/2024/11/kamala-harris-maya-rudolph.jpg?w=1000,2024-11-03T00:19:00Z,"Saturday Night Liveviewers are going to be seeing double tonight when it comes to the Vice President of the United States. 
Kamala Harris will be appearing on the NBC late night show on Saturday, De… [+773 chars]",,Deadline
30,Susan B. Glasser,Garbage Time at the 2024 Finish Line,"Susan B. Glasser on how nine years in, Trump is in reach of another term as the technocrats struggle to contain him.",https://www.newyorker.com/news/letter-from-bidens-washington/garbage-time-at-the-2024-finish-line,"https://media.newyorker.com/photos/6723fdd8ac23ac7696bd1391/16:9/w_1280,c_limit/Glasser-Campaign-Closing-Messages.jpg",2024-10-31T23:21:51Z,"On Sunday evening, high up in the rafters at Madison Square Garden, I watched thousands of Donald Trumps supporters come alive as the former President, at long last, took the stage in what was meant … [+8756 chars]",,The New Yorker
31,Jay Caspian Kang,The Perils of the Good-Enough Candidate,"Despite Kamala Harris’s strong start, the race is now a tossup. Whatever happens, a sober reckoning with the limitations of her campaign is essential for Democrats going forward.",https://www.newyorker.com/news/fault-lines/the-perils-of-the-good-enough-candidate,"https://media.newyorker.com/photos/6723ed02a65b9a57fe559cba/16:9/w_1280,c_limit/TNY_FaultLines_241101_Final_01.png",2024-11-01T10:00:00Z,"In four days, the coin will land, and half of the country will either exhale with relief or shudder in terror. I have no predictions for what will happen, nor do I have much of an idea about what wil… [+9025 chars]",,The New Yorker
32,"Richard Fowler, Contributor, 
 Richard Fowler, Contributor
 https://www.forbes.com/sites/richardfowler/","Days Before The 2024 Election, Families Continue To Fight For Equality",Members of Family Equality Remain Steadfast as Americans Cast Their Votes.,https://www.forbes.com/sites/richardfowler/2024/10/31/days-before-the-2024-election-families-continue-to-fight-for-equality/,https://imageio.forbes.com/specials-images/imageserve/6723727ed17ba72397431fde/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-10-31T13:00:11Z,"Lovely lesbian couple with their baby. Happy friends sitting together on the couch.
getty
Kent and Diego Love-Ramirez, fathers of two adopted sons, live in Ann Arbor, Michigan, a bellwether city in… [+8902 chars]",,Forbes
33,Al Jazeera,US agencies allege Russia link to video falsely claiming Georgia vote fraud,Russia has previously dismissed allegations it is attempting to interfere in US presidential election.,https://www.aljazeera.com/news/2024/11/1/us-agencies-allege-russia-link-to-video-falsely-claiming-georgia-vote-fraud,https://www.aljazeera.com/wp-content/uploads/2024/11/AP24306639254527-1730487922.jpg?resize=1920%2C1440,2024-11-01T19:07:56Z,"Intelligence agencies in the United States have accused Russian influence actors for a video that falsely claimed election fraud was taking place in the battleground state of Georgia, days before the… [+2513 chars]",al-jazeera-english,Al Jazeera English
34,Justin Meyers,"Follow the 2024 Election Results in Real Time with Apple News' Live Activity for iPhone, iPad, and Apple Watch","With Election Day around the corner, Apple News is making it easy for you to stay informed with real-time results for the 2024 presidential election through a new Live Activity feature on your iPhone, iPad, or Apple Watch.

As one of the most pivotal election…",https://apple.gadgethacks.com/how-to/follow-2024-election-results-real-time-with-apple-news-live-activity-for-iphone-ipad-and-apple-watch-0385651/,https://img.gadgethacks.com/img/30/09/63866070715353/0/follow-2024-election-results-real-time-with-apple-news-live-activity-for-iphone-ipad-and-apple-watch.1280x600.jpg,2024-11-01T22:21:00Z,"With Election Day around the corner, Apple News is making it easy for you to stay informed with real-time results for the 2024 presidential election through a new Live Activity feature on your iPhone… [+2337 chars]",,Gadgethacks.com
35,Todd Spangler,"UTA’s Andrea Nelson Meigs and Andrew Thau to Exit, Agency Makes Round of Cuts","Two high-profile UTA execs — partner Andrea Nelson Meigs and co-head of sports Andrew Thau — are leaving the company. In addition, UTA has made a small round of layoffs among its agent ranks. Both Thau and Nelson Meigs will be exiting UTA at the end of 2024. …",https://variety.com/2024/biz/news/uta-layoffs-andrea-nelson-meigs-andrew-thau-exiting-1236197759/,https://variety.com/wp-content/uploads/2024/11/UTA-Andrea-Nelson-Meigs-Andrew-Thau.jpg?w=1000&h=563&crop=1,2024-11-01T18:46:32Z,"Two high-profile UTA execs — partner Andrea Nelson Meigs and co-head of sports Andrew Thau — are leaving the company. In addition, UTA has made a small round of layoffs among its agent ranks.
Both T… [+1853 chars]",,Variety
36,,[Removed],[Removed],https://removed.com,,2024-11-02T19:27:22Z,[Removed],,[Removed]
37,Aimee Picchi,"Here's how much JD Vance is worth, from his bitcoin to real estate","JD Vance, former President Trump's running mate, has come a long way from his hardscrabble childhood of ""Hillbilly Elegy.""",https://www.cbsnews.com/news/jd-vance-net-worth-2024/,https://assets1.cbsnewsstatic.com/hub/i/r/2024/10/02/e20cacbb-ef8d-402f-b4f7-a33416312530/thumbnail/1200x630/9f115d45a24bca541f150c59b6c793a0/cbsn-fusion-jd-vance-asked-trump-concepts-plan-health-care-thumbnail.jpg?v=379420b9063a2aadbcd559df18e2d1ae,2024-11-01T13:00:10Z,"Vice presidential candidate JD Vance, 40, has amassed a multimillion fortune in the two decades since he left behind the hardscrabble childhood he described in his bestselling 2016 memoir ""Hillbilly … [+3047 chars]",cbs-news,CBS News
38,Intelligencer Staff,"The Gender Gap, the Garbage War, and a Taylor Swift Rumor: Live Election Updates","There are less than five days to go before the fate of the country gets decided, but don’t panic: we’re liveblogging.",http://nymag.com/intelligencer/article/2024-election-news-updates-trump-harris-oct-31-html.html,https://pyxis.nymag.com/v1/imgs/479/aab/a20cd325808c46623b72212f1b8b2fdd72-neon-Trump.1x.rsocial.w1200.jpg,2024-10-31T18:16:00Z,"J.D. Vances sit-down with podcaster Joe Rogan is out, and parts of the more than three hour long conversation quickly made the rounds on social media.
In one section, Vance revealed that Trump had c… [+1762 chars]",new-york-magazine,New York Magazine
39,Al Jazeera,Fact check: Would Trump slash social security and Medicare?,Kamala Harris claims Donald Trump would allow medical insurance companies to deny coverage for pre-existing conditions.,https://www.aljazeera.com/news/2024/10/31/fact-check-would-trump-slash-social-security-and-medicare,https://www.aljazeera.com/wp-content/uploads/2024/10/AP24305077359293-1730356082.jpg?resize=1920%2C1440,2024-10-31T12:09:10Z,"Vice President Kamala Harris is rolling out her closing argument for president in a new TV advertisement that attacks former President Donald Trump on healthcare, entitlement programmes and taxes.
W… [+8603 chars]",al-jazeera-english,Al Jazeera English
40,Stephanie Bai,What to Watch if You Need a Distraction This Week,These six movies and shows provide a thoughtful or hopeful break.,https://www.theatlantic.com/newsletters/archive/2024/11/what-to-watch-if-you-need-a-distraction-this-week/680492/,https://cdn.theatlantic.com/thumbor/kdc-TD2-PwdNxq9_MdqZ6n7UE-Y=/1x302:4251x2516/1200x625/media/img/mt/2024/11/2R56RB4/original.jpg,2024-11-03T12:00:00Z,"This is an edition of The Atlantic Daily, a newsletter that guides you through the biggest stories of the day, helps you discover new ideas, and recommends the best in culture. Sign up for it here.We… [+8426 chars]",,The Atlantic
41,Rogé Karma,The Rise of the Post-Marxist Electorate,Why do so many liberals vote against their economic self-interest?,https://www.theatlantic.com/ideas/archive/2024/10/democratic-voters-educated-populist/680462/,https://cdn.theatlantic.com/thumbor/QuaVyynpt_IFJUWgIl1mR5tdiJg=/0x56:2700x1462/1200x625/media/newsletters/2024/10/2024_10_30_marx_1127296448_1/original.jpg,2024-10-31T11:30:00Z,"This is Work in Progress, a newsletter about work, technology, and how to solve some of Americas biggest problems. Sign up here.
A simple and intuitive view of democratic politics holds that politic… [+10071 chars]",,The Atlantic
42,Nellie Andreeva,Andrea Nelson Meigs Departing As UTA Partner,"EXCLUSIVE: Talent and literary agent Andrea Nelson Meigs will be leaving UTA at the end of the year. Nelson Meigs, who joined UTA in October 2020 as a Partner following her 14-year run at ICM, is expected to take a hiatus before pursuing opportunities outside…",http://deadline.com/2024/11/andrea-nelson-meigs-leaving-uta-partner-1236122357/,https://deadline.com/wp-content/uploads/2020/10/Andrea-Nelson-Meigs-UTA.jpg?w=1000,2024-11-01T15:09:09Z,"EXCLUSIVE: Talent and literary agent Andrea Nelson Meigs will be leaving UTA at the end of the year. Nelson Meigs, who joined UTA in October 2020 as a Partner following her 14-year run at ICM, is exp… [+1559 chars]",,Deadline
43,Bonnie Kristian,Meet the voters who despise Trump but really like JD Vance,There's a small but significant subset of voters who might vote for Trump just because they want to see JD Vance in office.,https://www.msnbc.com/opinion/msnbc-opinion/never-trump-jd-vance-voters-rcna178205,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2024-10/241031-jd-vance-ch-1412-e148f9.jpg",2024-11-02T10:00:00Z,"Since before former President Donald Trump announced Sen. JD Vance of Ohio as his running mate, conventional wisdom has held that this wasnt a great pick. Vance is historically unpopular, Democrats h… [+6622 chars]",msnbc,MSNBC
44,Erin Vanderhoof,What JD and Usha Vance Learned From Their “Tiger Mom” at Yale Law School,"Amy Chua, the professor whose 2011 parenting memoir made her a household name, looms large in the legal and political trajectories of numerous figures who have matriculated from the powerful Ivy League law school, including the Vances.",https://www.vanityfair.com/style/story/jd-and-usha-vance-amy-chua-yale-law-school,"https://media.vanityfair.com/photos/672507e13c559dacc7c84ea2/16:9/w_1280,c_limit/jd-and-usha-vance-yale.jpg",2024-11-01T17:42:02Z,"When JD Vance became Donald Trumps running mate in July, completing his transformation from vigorous critic to true MAGA believer, he left former friends from Yale Law School scratching their heads. … [+7424 chars]",,Vanity Fair
